Punkt_ID PCode X1[m] Y1[m] Z1[m] X2[m] Y2[m] Z2[m] dX[m] dY[m] dZ[m] dT[a] dX/T[cm] dY/T[cm] dZ/T[cm] dS_2D[m] dS_3D[m] dS_2D/T[cm] dS_3D/T[cm] Azimut[°] SurfAzimut[°] Slope[°] mX_1[cm] mY_1[cm] mZ_1[cm] mX_2[cm] mY_2[cm] mZ_2[cm] mP_1[cm] mP_2[cm] mS_2D[cm] mS_3D[cm] DelFlag
6344 255 -794.891 1714.643 1826.494 -794.457 1714.913 1826.163 0.434 0.27 -0.331 5 8.7 5.4 -6.6 0.511 0.609 10.2 12.2 58.1134 301.8866 -32.9264 0 0 0 0 0 0 0 0 0 0 0
6346 255 -770.551 1710.293 1812.697 -770.067 1710.444 1812.35 0.484 0.151 -0.347 5 9.7 3 -6.9 0.507 0.614 10.1 12.3 72.6729 287.3271 -34.388 0 0 0 0 0 0 0 0 0 0 0
6347 255 -758.096 1710.164 1803.532 -757.765 1710.284 1803.929 0.331 0.12 0.397 5 6.6 2.4 7.9 0.352 0.531 7 10.6 70.0725 289.9275 48.4317 0 0 0 0 0 0 0 0 0 0 0
6349 255 -747.963 1710.388 1794.968 -747.614 1710.602 1794.856 0.349 0.214 -0.112 5 7 4.3 -2.2 0.409 0.424 8.2 8.5 58.4842 301.5158 -15.3006 0 0 0 0 0 0 0 0 0 0 0
6350 255 -779.6 1708.134 1819.084 -779.229 1707.985 1818.948 0.371 -0.149 -0.136 5 7.4 -3 -2.7 0.4 0.422 8 8.4 111.8812 248.1188 -18.7867 0 0 0 0 0 0 0 0 0 0 0
6351 255 -773.891 1709.502 1814.64 -773.581 1709.654 1814.71 0.31 0.152 0.07 5 6.2 3 1.4 0.345 0.352 6.9 7 63.8802 296.1198 11.4611 0 0 0 0 0 0 0 0 0 0 0
6352 255 -763.81 1707.255 1809.532 -763.537 1707.345 1809.319 0.273 0.09 -0.213 5 5.5 1.8 -4.3 0.287 0.358 5.7 7.2 71.7541 288.2459 -36.5381 0 0 0 0 0 0 0 0 0 0 0
6353 255 -757.352 1706.648 1803.249 -757.039 1706.722 1803.933 0.313 0.074 0.684 5 6.3 1.5 13.7 0.322 0.756 6.4 15.1 76.6983 283.3017 64.8163 0 0 0 0 0 0 0 0 0 0 0
6354 255 -743.377 1707.654 1792.995 -743.091 1707.915 1793.422 0.286 0.261 0.427 5 5.7 5.2 8.5 0.387 0.576 7.7 11.5 47.6168 312.3832 47.7992 0 0 0 0 0 0 0 0 0 0 0
6355 255 -785.161 1705.394 1822.546 -784.867 1705.189 1822.797 0.294 -0.205 0.251 5 5.9 -4.1 5 0.358 0.438 7.2 8.8 124.8873 235.1127 35.0038 0 0 0 0 0 0 0 0 0 0 0
6356 255 -768.982 1705.697 1813.828 -768.839 1705.674 1813.919 0.143 -0.023 0.091 5 2.9 -0.5 1.8 0.145 0.171 2.9 3.4 99.1372 260.8628 32.1407 0 0 0 0 0 0 0 0 0 0 0
6357 255 -788.857 1704.999 1824.847 -788.542 1704.947 1824.663 0.315 -0.052 -0.184 5 6.3 -1 -3.7 0.319 0.368 6.4 7.4 99.3738 260.6262 -29.956 0 0 0 0 0 0 0 0 0 0 0
6358 255 -749.378 1704.259 1800.456 -749.008 1704.407 1799.756 0.37 0.148 -0.7 5 7.4 3 -14 0.399 0.805 8 16.1 68.1986 291.8014 -60.3476 0 0 0 0 0 0 0 0 0 0 0
6359 255 -762.868 1701.623 1810.483 -762.605 1701.494 1810.323 0.263 -0.129 -0.16 5 5.3 -2.6 -3.2 0.293 0.334 5.9 6.7 116.1277 243.8723 -28.6433 0 0 0 0 0 0 0 0 0 0 0
6361 255 -779.236 1699.353 1821.048 -779.103 1698.932 1821.141 0.133 -0.421 0.093 5 2.7 -8.4 1.9 0.442 0.451 8.8 9 162.4679 197.5321 11.895 0 0 0 0 0 0 0 0 0 0 0
6362 255 -768.749 1700.176 1814.197 -768.691 1700.133 1814.153 0.058 -0.043 -0.044 5 1.2 -0.9 -0.9 0.072 0.085 1.4 1.7 126.5525 233.4475 -31.3585 0 0 0 0 0 0 0 0 0 0 0
6363 255 -788.905 1699.73 1825.575 -788.767 1699.597 1825.476 0.138 -0.133 -0.099 5 2.8 -2.7 -2 0.192 0.216 3.8 4.3 133.943 226.057 -27.3183 0 0 0 0 0 0 0 0 0 0 0
6364 255 -742.445 1696.961 1792.644 -741.82 1697.275 1793.19 0.625 0.314 0.546 5 12.5 6.3 10.9 0.699 0.887 14 17.7 63.325 296.675 37.9763 0 0 0 0 0 0 0 0 0 0 0
6365 255 -768.312 1696.659 1815.129 -767.959 1696.899 1815.64 0.353 0.24 0.511 5 7.1 4.8 10.2 0.427 0.666 8.5 13.3 55.7887 304.2113 50.1266 0 0 0 0 0 0 0 0 0 0 0
6366 255 -794.306 1695.305 1828.646 -794.059 1695.507 1828.796 0.247 0.202 0.15 5 4.9 4 3 0.319 0.353 6.4 7.1 50.7232 309.2768 25.1782 0 0 0 0 0 0 0 0 0 0 0
6367 255 -755.749 1694.13 1806.918 -755.421 1694.3 1806.896 0.328 0.17 -0.022 5 6.6 3.4 -0.4 0.369 0.37 7.4 7.4 62.6026 297.3974 -3.4079 0 0 0 0 0 0 0 0 0 0 0
6368 255 -752.132 1693.832 1802.696 -751.741 1694.06 1802.501 0.391 0.228 -0.195 5 7.8 4.6 -3.9 0.453 0.493 9.1 9.9 59.7527 300.2473 -23.3076 0 0 0 0 0 0 0 0 0 0 0
6370 255 -745.716 1693.196 1795.887 -745.232 1693.437 1795.871 0.484 0.241 -0.016 5 9.7 4.8 -0.3 0.541 0.541 10.8 10.8 63.5297 296.4703 -1.695 0 0 0 0 0 0 0 0 0 0 0
6371 255 -789.351 1689.053 1828.083 -789.172 1689.544 1828.467 0.179 0.491 0.384 5 3.6 9.8 7.7 0.523 0.649 10.5 13 20.0299 339.9701 36.3074 0 0 0 0 0 0 0 0 0 0 0
6372 255 -756.122 1689.289 1807.538 -755.971 1689.472 1806.751 0.151 0.183 -0.787 5 3 3.7 -15.7 0.237 0.822 4.7 16.4 39.5273 320.4727 -73.2236 0 0 0 0 0 0 0 0 0 0 0
6373 255 -748.748 1688.042 1798.924 -748.264 1688.283 1798.442 0.484 0.241 -0.482 5 9.7 4.8 -9.6 0.541 0.724 10.8 14.5 63.5297 296.4703 -41.7159 0 0 0 0 0 0 0 0 0 0 0
6374 255 -792.6 1686.479 1831.2 -792.431 1686.538 1831.045 0.169 0.059 -0.155 5 3.4 1.2 -3.1 0.179 0.237 3.6 4.7 70.7553 289.2447 -40.8896 0 0 0 0 0 0 0 0 0 0 0
6375 255 -785.086 1685.099 1826.735 -784.852 1685.789 1827.691 0.234 0.69 0.956 5 4.7 13.8 19.1 0.729 1.202 14.6 24 18.7334 341.2666 52.6878 0 0 0 0 0 0 0 0 0 0 0
6377 255 -754.071 1686.104 1806.546 -754.121 1686.054 1804.495 -0.05 -0.05 -2.051 5 -1 -1 -41 0.071 2.052 1.4 41 225 135 -88.0254 0 0 0 0 0 0 0 0 0 0 0
6378 255 -793.837 1683.562 1832.197 -793.632 1683.601 1832.692 0.205 0.039 0.495 5 4.1 0.8 9.9 0.209 0.537 4.2 10.7 79.2285 280.7715 67.1412 0 0 0 0 0 0 0 0 0 0 0
6380 255 -722.236 1739.008 1777.514 -721.287 1738.684 1775.614 0.949 -0.324 -1.9 5 19 -6.5 -38 1.003 2.148 20.1 43 108.8505 251.1495 -62.1757 0 0 0 0 0 0 0 0 0 0 0
6381 255 -732.657 1738.472 1779.718 -731.409 1738.375 1779.163 1.248 -0.097 -0.555 5 25 -1.9 -11.1 1.252 1.369 25 27.4 94.4443 265.5557 -23.9113 0 0 0 0 0 0 0 0 0 0 0
6382 255 -713.108 1739.642 1775.503 -712.133 1739.552 1773.732 0.975 -0.09 -1.771 5 19.5 -1.8 -35.4 0.979 2.024 19.6 40.5 95.2739 264.7261 -61.0628 0 0 0 0 0 0 0 0 0 0 0
6383 255 -737.445 1737.529 1782.166 -736.043 1737.535 1782.042 1.402 0.006 -0.124 5 28 0.1 -2.5 1.402 1.407 28 28.1 89.7548 270.2452 -5.0543 0 0 0 0 0 0 0 0 0 0 0
6388 255 -721.038 1734.244 1774.331 -719.584 1734.118 1773.186 1.454 -0.126 -1.145 5 29.1 -2.5 -22.9 1.459 1.855 29.2 37.1 94.9527 265.0473 -38.1157 0 0 0 0 0 0 0 0 0 0 0
6391 255 -714.537 1732.735 1772.583 -713.249 1732.78 1770.692 1.288 0.045 -1.891 5 25.8 0.9 -37.8 1.289 2.288 25.8 45.8 87.999 272.001 -55.7241 0 0 0 0 0 0 0 0 0 0 0
6392 255 -695.709 1732.964 1770.86 -693.739 1732.895 1770.57 1.97 -0.069 -0.29 5 39.4 -1.4 -5.8 1.971 1.992 39.4 39.8 92.006 267.994 -8.3692 0 0 0 0 0 0 0 0 0 0 0
6394 255 -725.899 1731.146 1775.775 -724.37 1731.038 1775.157 1.529 -0.108 -0.618 5 30.6 -2.2 -12.4 1.533 1.653 30.7 33.1 94.0403 265.9597 -21.9584 0 0 0 0 0 0 0 0 0 0 0
6395 255 -706.861 1728.67 1770.318 -705.52 1728.59 1768.661 1.341 -0.08 -1.657 5 26.8 -1.6 -33.1 1.343 2.133 26.9 42.7 93.414 266.586 -50.9672 0 0 0 0 0 0 0 0 0 0 0
6397 255 -693.543 1724.805 1763.37 -691.822 1724.916 1763.096 1.721 0.111 -0.274 5 34.4 2.2 -5.5 1.725 1.746 34.5 34.9 86.3097 273.6903 -9.0277 0 0 0 0 0 0 0 0 0 0 0
6398 255 -708.035 1725.033 1767.227 -706.458 1725.018 1767.289 1.577 -0.015 0.062 5 31.5 -0.3 1.2 1.577 1.578 31.5 31.6 90.545 269.455 2.2513 0 0 0 0 0 0 0 0 0 0 0
6399 255 -705.333 1725.148 1766.055 -703.629 1725.316 1766.772 1.704 0.168 0.717 5 34.1 3.4 14.3 1.712 1.856 34.2 37.1 84.3693 275.6307 22.7212 0 0 0 0 0 0 0 0 0 0 0
6400 255 -714.056 1725.044 1769.578 -712.559 1724.934 1769.326 1.497 -0.11 -0.252 5 29.9 -2.2 -5 1.501 1.522 30 30.4 94.2026 265.7974 -9.5302 0 0 0 0 0 0 0 0 0 0 0
6402 255 -712.44 1721.081 1768.897 -710.964 1721.079 1768.583 1.476 -0.002 -0.314 5 29.5 0 -6.3 1.476 1.509 29.5 30.2 90.0776 269.9224 -12.0099 0 0 0 0 0 0 0 0 0 0 0
6405 255 -688.836 1719.456 1758.909 -687.537 1719.153 1759.007 1.299 -0.303 0.098 5 26 -6.1 2 1.334 1.337 26.7 26.7 103.1298 256.8702 4.202 0 0 0 0 0 0 0 0 0 0 0
6406 255 -708.149 1718.717 1766.716 -706.566 1718.819 1766.559 1.583 0.102 -0.157 5 31.7 2 -3.1 1.586 1.594 31.7 31.9 86.3133 273.6867 -5.6524 0 0 0 0 0 0 0 0 0 0 0
6407 255 -682.415 1717.795 1756.568 -680.993 1717.788 1755.465 1.422 -0.007 -1.103 5 28.4 -0.1 -22.1 1.422 1.8 28.4 36 90.282 269.718 -37.7993 0 0 0 0 0 0 0 0 0 0 0
6408 255 -710.938 1716.613 1768.224 -709.441 1716.706 1767.524 1.497 0.093 -0.7 5 29.9 1.9 -14 1.5 1.655 30 33.1 86.4451 273.5549 -25.0186 0 0 0 0 0 0 0 0 0 0 0
6409 255 -702.548 1716.869 1764.217 -700.932 1717.024 1763.894 1.616 0.155 -0.323 5 32.3 3.1 -6.5 1.623 1.655 32.5 33.1 84.5212 275.4788 -11.2528 0 0 0 0 0 0 0 0 0 0 0
6412 255 -713.334 1715.386 1769.612 -711.818 1715.5 1768.561 1.516 0.114 -1.051 5 30.3 2.3 -21 1.52 1.848 30.4 37 85.6996 274.3004 -34.6569 0 0 0 0 0 0 0 0 0 0 0
6416 255 -706.217 1713.389 1765.046 -704.643 1713.589 1764.346 1.574 0.2 -0.7 5 31.5 4 -14 1.587 1.734 31.7 34.7 82.7585 277.2415 -23.8061 0 0 0 0 0 0 0 0 0 0 0
6417 255 -690.303 1713.849 1759.381 -688.763 1714.065 1758.004 1.54 0.216 -1.377 5 30.8 4.3 -27.5 1.555 2.077 31.1 41.5 82.0158 277.9842 -41.5245 0 0 0 0 0 0 0 0 0 0 0
6420 255 -685.278 1711.005 1757.032 -683.679 1711.327 1756.861 1.599 0.322 -0.171 5 32 6.4 -3.4 1.631 1.64 32.6 32.8 78.6143 281.3857 -5.9849 0 0 0 0 0 0 0 0 0 0 0
6421 255 -695.633 1709.697 1760.767 -693.862 1710.103 1760.378 1.771 0.406 -0.389 5 35.4 8.1 -7.8 1.817 1.858 36.3 37.2 77.0881 282.9119 -12.0844 0 0 0 0 0 0 0 0 0 0 0
6425 255 -706.659 1708.555 1765.049 -705.103 1708.875 1764.838 1.556 0.32 -0.211 5 31.1 6.4 -4.2 1.589 1.603 31.8 32.1 78.3788 281.6212 -7.566 0 0 0 0 0 0 0 0 0 0 0
6427 255 -695.525 1705.025 1762.011 -694 1705.474 1760.589 1.525 0.449 -1.422 5 30.5 9 -28.4 1.59 2.133 31.8 42.7 73.5942 286.4058 -41.8124 0 0 0 0 0 0 0 0 0 0 0
6428 255 -727.821 1702.689 1778.302 -727.209 1702.982 1778.035 0.612 0.293 -0.267 5 12.2 5.9 -5.3 0.679 0.729 13.6 14.6 64.4169 295.5831 -21.4797 0 0 0 0 0 0 0 0 0 0 0
6429 255 -713.271 1703.306 1768.517 -711.734 1703.801 1767.69 1.537 0.495 -0.827 5 30.7 9.9 -16.5 1.615 1.814 32.3 36.3 72.1485 287.8515 -27.1195 0 0 0 0 0 0 0 0 0 0 0
6430 255 -697.74 1703.639 1762.909 -696.207 1704.183 1761.911 1.533 0.544 -0.998 5 30.7 10.9 -20 1.627 1.908 32.5 38.2 70.4623 289.5377 -31.5302 0 0 0 0 0 0 0 0 0 0 0
6431 255 -737.199 1703.027 1787.495 -736.918 1703.293 1787.706 0.281 0.266 0.211 5 5.6 5.3 4.2 0.387 0.441 7.7 8.8 46.5708 313.4292 28.6043 0 0 0 0 0 0 0 0 0 0 0
6432 255 -716.756 1700.206 1770.025 -715.523 1700.813 1769.508 1.233 0.607 -0.517 5 24.7 12.1 -10.3 1.374 1.468 27.5 29.4 63.7892 296.2108 -20.6157 0 0 0 0 0 0 0 0 0 0 0
6434 255 -737.233 1699.448 1787.474 -736.834 1699.749 1787.986 0.399 0.301 0.512 5 8 6 10.2 0.5 0.716 10 14.3 52.9696 307.0304 45.6907 0 0 0 0 0 0 0 0 0 0 0
6435 255 -681.303 1698.859 1758.26 -679.537 1699.398 1757.953 1.766 0.539 -0.307 5 35.3 10.8 -6.1 1.846 1.872 36.9 37.4 73.0273 286.9727 -9.4401 0 0 0 0 0 0 0 0 0 0 0
6436 255 -721.027 1696.95 1773.494 -719.862 1697.462 1772.592 1.165 0.512 -0.902 5 23.3 10.2 -18 1.273 1.56 25.5 31.2 66.2752 293.7248 -35.3296 0 0 0 0 0 0 0 0 0 0 0
6437 255 -699.46 1696.836 1765.725 -697.955 1697.551 1764.412 1.505 0.715 -1.313 5 30.1 14.3 -26.3 1.666 2.121 33.3 42.4 64.5884 295.4116 -38.2387 0 0 0 0 0 0 0 0 0 0 0
6438 255 -735.446 1697.06 1786.369 -735.027 1697.347 1787.29 0.419 0.287 0.921 5 8.4 5.7 18.4 0.508 1.052 10.2 21 55.5903 304.4097 61.1263 0 0 0 0 0 0 0 0 0 0 0
6439 255 -739.494 1695.337 1791.31 -739.016 1695.63 1791.412 0.478 0.293 0.102 5 9.6 5.9 2 0.561 0.57 11.2 11.4 58.4929 301.5071 10.3111 0 0 0 0 0 0 0 0 0 0 0
6441 255 -714.883 1692.279 1770.831 -713.502 1693.156 1770.262 1.381 0.877 -0.569 5 27.6 17.5 -11.4 1.636 1.732 32.7 34.6 57.5825 302.4175 -19.1783 0 0 0 0 0 0 0 0 0 0 0
6442 255 -694.991 1692.397 1765.717 -693.41 1693.138 1764.866 1.581 0.741 -0.851 5 31.6 14.8 -17 1.746 1.942 34.9 38.8 64.888 295.112 -25.9841 0 0 0 0 0 0 0 0 0 0 0
6443 255 -738.504 1691.482 1790.022 -738.054 1691.823 1790.488 0.45 0.341 0.466 5 9 6.8 9.3 0.565 0.732 11.3 14.6 52.846 307.154 39.5347 0 0 0 0 0 0 0 0 0 0 0
6446 255 -715.542 1690.131 1771.873 -714.196 1690.991 1770.77 1.346 0.86 -1.103 5 26.9 17.2 -22.1 1.597 1.941 31.9 38.8 57.4243 302.5757 -34.6269 0 0 0 0 0 0 0 0 0 0 0
6448 255 -724.887 1687.578 1776.573 -723.816 1688.097 1776.449 1.071 0.519 -0.124 5 21.4 10.4 -2.5 1.19 1.197 23.8 23.9 64.1455 295.8545 -5.9482 0 0 0 0 0 0 0 0 0 0 0
6451 255 -719.801 1684.382 1776.914 -718.298 1685.401 1776.063 1.503 1.019 -0.851 5 30.1 20.4 -17 1.816 2.005 36.3 40.1 55.8636 304.1364 -25.11 0 0 0 0 0 0 0 0 0 0 0
6452 255 -735.366 1683.368 1786.253 -734.936 1683.701 1786.34 0.43 0.333 0.087 5 8.6 6.7 1.7 0.544 0.551 10.9 11 52.2451 307.7549 9.0884 0 0 0 0 0 0 0 0 0 0 0
6454 255 -693.846 1682.85 1768.449 -692.197 1683.764 1767.632 1.649 0.914 -0.817 5 33 18.3 -16.3 1.885 2.055 37.7 41.1 61.0015 298.9985 -23.4289 0 0 0 0 0 0 0 0 0 0 0
6455 255 -726.079 1681.347 1780.403 -724.761 1682.231 1779.709 1.318 0.884 -0.694 5 26.4 17.7 -13.9 1.587 1.732 31.7 34.6 56.1497 303.8503 -23.6199 0 0 0 0 0 0 0 0 0 0 0
6456 255 -732.431 1681.067 1783.408 -731.635 1681.375 1784.277 0.796 0.308 0.869 5 15.9 6.2 17.4 0.854 1.218 17.1 24.4 68.8468 291.1532 45.5152 0 0 0 0 0 0 0 0 0 0 0
6457 255 -730.089 1681.209 1781.655 -729.053 1681.946 1781.404 1.036 0.737 -0.251 5 20.7 14.7 -5 1.271 1.296 25.4 25.9 54.5723 305.4277 -11.1677 0 0 0 0 0 0 0 0 0 0 0
6458 255 -662.498 1740.149 1753.069 -660.933 1740.637 1757.914 1.565 0.488 4.845 5 31.3 9.8 96.9 1.639 5.115 32.8 102.3 72.6814 287.3186 71.3066 0 0 0 0 0 0 0 0 0 0 0
6459 255 -677.982 1738.027 1758.666 -676.538 1738.143 1757.568 1.444 0.116 -1.098 5 28.9 2.3 -22 1.449 1.818 29 36.4 85.4072 274.5928 -37.1602 0 0 0 0 0 0 0 0 0 0 0
6460 255 -620.411 1738.297 1737.474 -616.475 1737.528 1736.651 3.936 -0.769 -0.823 5 78.7 -15.4 -16.5 4.01 4.094 80.2 81.9 101.055 258.945 -11.597 0 0 0 0 0 0 0 0 0 0 0
6462 255 -649.388 1735.017 1748.486 -645.835 1734.389 1748.008 3.553 -0.628 -0.478 5 71.1 -12.6 -9.6 3.608 3.64 72.2 72.8 100.0236 259.9764 -7.5466 0 0 0 0 0 0 0 0 0 0 0
6463 255 -665.431 1733.986 1753.265 -664.234 1734.324 1752.845 1.197 0.338 -0.42 5 23.9 6.8 -8.4 1.244 1.313 24.9 26.3 74.2318 285.7682 -18.6585 0 0 0 0 0 0 0 0 0 0 0
6464 255 -634.177 1733.009 1742.436 -629.987 1732.281 1739.86 4.19 -0.728 -2.576 5 83.8 -14.6 -51.5 4.253 4.972 85.1 99.4 99.8566 260.1434 -31.2042 0 0 0 0 0 0 0 0 0 0 0
6466 255 -653.37 1732.01 1748.997 -651.104 1731.781 1747.956 2.266 -0.229 -1.041 5 45.3 -4.6 -20.8 2.278 2.504 45.6 50.1 95.7707 264.2293 -24.5638 0 0 0 0 0 0 0 0 0 0 0
6467 255 -637.023 1728.924 1741.872 -633.729 1728.288 1740.611 3.294 -0.636 -1.261 5 65.9 -12.7 -25.2 3.355 3.584 67.1 71.7 100.9281 259.0719 -20.6 0 0 0 0 0 0 0 0 0 0 0
6468 255 -663.481 1728.556 1751.427 -661.891 1728.691 1751.073 1.59 0.135 -0.354 5 31.8 2.7 -7.1 1.596 1.635 31.9 32.7 85.1469 274.8531 -12.5081 0 0 0 0 0 0 0 0 0 0 0
6472 255 -676.658 1720.318 1755.117 -675.693 1719.791 1754.341 0.965 -0.527 -0.776 5 19.3 -10.5 -15.5 1.1 1.346 22 26.9 118.6396 241.3604 -35.2129 0 0 0 0 0 0 0 0 0 0 0
6473 255 -662.587 1720.972 1749.312 -661.128 1721.184 1749.342 1.459 0.212 0.03 5 29.2 4.2 0.6 1.474 1.475 29.5 29.5 81.7325 278.2675 1.1657 0 0 0 0 0 0 0 0 0 0 0
6474 255 -624.56 1719.031 1738.584 -620.728 1718.439 1736.195 3.832 -0.592 -2.389 5 76.6 -11.8 -47.8 3.877 4.554 77.5 91.1 98.7821 261.2179 -31.6383 0 0 0 0 0 0 0 0 0 0 0
6476 255 -648.877 1717.681 1747.338 -647.331 1717.824 1746.215 1.546 0.143 -1.123 5 30.9 2.9 -22.5 1.553 1.916 31.1 38.3 84.7154 275.2846 -35.8783 0 0 0 0 0 0 0 0 0 0 0
6477 255 -657.659 1717.097 1749.214 -656.175 1717.377 1748.122 1.484 0.28 -1.092 5 29.7 5.6 -21.8 1.51 1.864 30.2 37.3 79.3151 280.6849 -35.8703 0 0 0 0 0 0 0 0 0 0 0
6478 255 -635.81 1716.774 1742.868 -633.282 1716.779 1740.528 2.528 0.005 -2.34 5 50.6 0.1 -46.8 2.528 3.445 50.6 68.9 89.8867 270.1133 -42.7883 0 0 0 0 0 0 0 0 0 0 0
6479 255 -666.056 1715.747 1751.257 -664.567 1716.018 1750.343 1.489 0.271 -0.914 5 29.8 5.4 -18.3 1.513 1.768 30.3 35.4 79.685 280.315 -31.1284 0 0 0 0 0 0 0 0 0 0 0
6480 255 -673.945 1715.525 1753.482 -672.398 1715.611 1752.601 1.547 0.086 -0.881 5 30.9 1.7 -17.6 1.549 1.782 31 35.6 86.8181 273.1819 -29.6231 0 0 0 0 0 0 0 0 0 0 0
6481 255 -655.271 1713.666 1748.38 -653.832 1713.911 1748.049 1.439 0.245 -0.331 5 28.8 4.9 -6.6 1.46 1.497 29.2 29.9 80.3376 279.6624 -12.7762 0 0 0 0 0 0 0 0 0 0 0
6482 255 -637.638 1713.488 1744.236 -635.277 1713.612 1743.532 2.361 0.124 -0.704 5 47.2 2.5 -14.1 2.364 2.467 47.3 49.3 86.9936 273.0064 -16.5819 0 0 0 0 0 0 0 0 0 0 0
6483 255 -623.062 1711.589 1739.057 -619.679 1711.16 1737.136 3.383 -0.429 -1.921 5 67.7 -8.6 -38.4 3.41 3.914 68.2 78.3 97.2271 262.7729 -29.3938 0 0 0 0 0 0 0 0 0 0 0
6485 255 -645.155 1706.329 1746.783 -643.439 1706.44 1745.374 1.716 0.111 -1.409 5 34.3 2.2 -28.2 1.72 2.223 34.4 44.5 86.299 273.701 -39.3306 0 0 0 0 0 0 0 0 0 0 0
6486 255 -629.214 1705.519 1741.807 -626.997 1705.665 1741.019 2.217 0.146 -0.788 5 44.3 2.9 -15.8 2.222 2.357 44.4 47.1 86.2322 273.7678 -19.5279 0 0 0 0 0 0 0 0 0 0 0
6487 255 -624.289 1702.013 1739.882 -622.21 1702.201 1738.718 2.079 0.188 -1.164 5 41.6 3.8 -23.3 2.087 2.39 41.7 47.8 84.8329 275.1671 -29.1444 0 0 0 0 0 0 0 0 0 0 0
6490 255 -677.07 1701.49 1756.032 -675.324 1701.92 1755.481 1.746 0.43 -0.551 5 34.9 8.6 -11 1.798 1.881 36 37.6 76.1647 283.8353 -17.0362 0 0 0 0 0 0 0 0 0 0 0
6491 255 -645.966 1701.39 1747.477 -644.34 1701.651 1746.722 1.626 0.261 -0.755 5 32.5 5.2 -15.1 1.647 1.812 32.9 36.2 80.8809 279.1191 -24.6296 0 0 0 0 0 0 0 0 0 0 0
6493 255 -619.83 1700.267 1738.367 -617.171 1700.138 1737.048 2.659 -0.129 -1.319 5 53.2 -2.6 -26.4 2.662 2.971 53.2 59.4 92.7775 267.2225 -26.357 0 0 0 0 0 0 0 0 0 0 0
6495 255 -655.593 1698.798 1751.341 -653.932 1699.067 1750.453 1.661 0.269 -0.888 5 33.2 5.4 -17.8 1.683 1.903 33.7 38.1 80.8008 279.1992 -27.8225 0 0 0 0 0 0 0 0 0 0 0
6499 255 -659.439 1684.256 1752.845 -657.984 1684.366 1752.102 1.455 0.11 -0.743 5 29.1 2.2 -14.9 1.459 1.637 29.2 32.7 85.6766 274.3234 -26.9852 0 0 0 0 0 0 0 0 0 0 0
6500 255 -646.322 1682.982 1748.538 -644.827 1683.068 1747.841 1.495 0.086 -0.697 5 29.9 1.7 -13.9 1.497 1.652 29.9 33 86.7077 273.2923 -24.9597 0 0 0 0 0 0 0 0 0 0 0
6502 255 -586.252 1739.531 1728.238 -584.892 1739.435 1727.885 1.36 -0.096 -0.353 5 27.2 -1.9 -7.1 1.363 1.408 27.3 28.2 94.0377 265.9623 -14.5159 0 0 0 0 0 0 0 0 0 0 0
6503 255 -566.884 1739.199 1720.715 -571.216 1740.18 1724.367 -4.332 0.981 3.652 5 -86.6 19.6 73 4.442 5.75 88.8 115 282.7597 77.2403 39.4274 0 0 0 0 0 0 0 0 0 0 0
6508 255 -563.407 1733.338 1715.755 -565.975 1734.359 1716.791 -2.568 1.021 1.036 5 -51.4 20.4 20.7 2.764 2.951 55.3 59 291.6821 68.3179 20.5502 0 0 0 0 0 0 0 0 0 0 0
6509 255 -573.265 1732.037 1721.582 -576.678 1732.307 1721.817 -3.413 0.27 0.235 5 -68.3 5.4 4.7 3.424 3.432 68.5 68.6 274.5232 85.4768 3.9266 0 0 0 0 0 0 0 0 0 0 0
6512 255 -618.138 1728.918 1737.581 -614.816 1727.971 1735.449 3.322 -0.947 -2.132 5 66.4 -18.9 -42.6 3.454 4.059 69.1 81.2 105.9112 254.0888 -31.6826 0 0 0 0 0 0 0 0 0 0 0
6516 255 -566.711 1725.029 1714.44 -569.805 1724.968 1717.268 -3.094 -0.061 2.828 5 -61.9 -1.2 56.6 3.095 4.192 61.9 83.8 268.8705 91.1295 42.4226 0 0 0 0 0 0 0 0 0 0 0
6518 255 -602.01 1722.56 1733.88 -600.141 1722.507 1731.994 1.869 -0.053 -1.886 5 37.4 -1.1 -37.7 1.87 2.656 37.4 53.1 91.6243 268.3757 -45.2479 0 0 0 0 0 0 0 0 0 0 0
6522 255 -584.151 1717.236 1723.821 -584.683 1717.638 1723.623 -0.532 0.402 -0.198 5 -10.6 8 -4 0.667 0.696 13.3 13.9 307.0761 52.9239 -16.5382 0 0 0 0 0 0 0 0 0 0 0
6526 255 -579.778 1712.555 1719.875 -580.153 1712.596 1719.921 -0.375 0.041 0.046 5 -7.5 0.8 0.9 0.377 0.38 7.5 7.6 276.2396 83.7604 6.9523 0 0 0 0 0 0 0 0 0 0 0
6528 255 -604.485 1712.381 1732.402 -601.565 1711.666 1730.834 2.92 -0.715 -1.568 5 58.4 -14.3 -31.4 3.006 3.391 60.1 67.8 103.7589 256.2411 -27.5455 0 0 0 0 0 0 0 0 0 0 0
6532 255 -618.645 1708.257 1737.506 -615.216 1707.814 1735.66 3.429 -0.443 -1.846 5 68.6 -8.9 -36.9 3.457 3.919 69.1 78.4 97.3614 262.6386 -28.0983 0 0 0 0 0 0 0 0 0 0 0
6533 255 -590.628 1707.388 1725.553 -592.609 1708.513 1727.573 -1.981 1.125 2.02 5 -39.6 22.5 40.4 2.278 3.045 45.6 60.9 299.592 60.408 41.5629 0 0 0 0 0 0 0 0 0 0 0
